id,mac_address,status,used_time,user
10005,44a92c202714,used,2021-07-22 14:40:02,Anhui
10006,44a92c202715,used,2021-07-22 14:40:02,Anhui
10007,44a92c202716,used,2021-07-22 14:40:02,Anhui
10008,44a92c202717,used,2021-07-22 14:40:02,Anhui
10009,44a92c202718,used,2021-07-22 14:40:02,Anhui
10010,44a92c202719,used,2021-07-22 14:40:02,Anhui
10011,44a92c20271A,used,2021-07-22 14:40:02,Anhui
10012,44a92c20271B,used,2021-07-22 14:40:02,Anhui
10013,44a92c20271C,used,2021-07-22 14:40:02,Anhui
10014,44a92c20271D,used,2021-07-22 14:40:02,Anhui
10015,44a92c20271E,used,2021-07-22 14:40:02,Anhui
10016,44a92c20271F,used,2021-07-22 14:40:02,Anhui
10017,44a92c202720,used,2021-07-22 14:40:02,Anhui
10018,44a92c202721,used,2021-07-22 14:40:02,Anhui
10019,44a92c202722,used,2021-07-22 14:40:02,Anhui
10020,44a92c202723,used,2021-07-22 14:40:02,Anhui
10021,44a92c202724,used,2021-07-22 14:40:02,Anhui
10022,44a92c202725,used,2021-07-22 14:40:02,Anhui
10023,44a92c202726,used,2021-07-22 14:40:02,Anhui
10024,44a92c202727,used,2021-07-22 14:40:02,Anhui
10025,44a92c202728,used,2021-07-22 14:40:02,Anhui
10026,44a92c202729,used,2021-07-22 14:40:02,Anhui
10027,44a92c20272A,used,2021-07-22 14:40:02,Anhui
10028,44a92c20272B,used,2021-07-22 14:40:02,Anhui
10029,44a92c20272C,used,2021-07-22 14:40:02,Anhui
10030,44a92c20272D,used,2021-07-22 14:40:02,Anhui
10031,44a92c20272E,used,2021-07-22 14:40:02,Anhui
10032,44a92c20272F,used,2021-07-22 14:40:02,Anhui
10033,44a92c202730,used,2021-07-22 14:40:02,Anhui
10034,44a92c202731,used,2021-07-22 14:40:02,Anhui
10035,44a92c202732,used,2021-07-22 14:40:02,Anhui
10036,44a92c202733,used,2021-07-22 14:40:02,Anhui
10037,44a92c202734,used,2021-07-22 14:40:02,Anhui
10038,44a92c202735,used,2021-07-22 14:40:02,Anhui
10039,44a92c202736,used,2021-07-22 14:40:02,Anhui
10040,44a92c202737,used,2021-07-22 14:40:02,Anhui
10041,44a92c202738,used,2021-07-22 14:40:02,Anhui
10042,44a92c202739,used,2021-07-22 14:40:02,Anhui
10043,44a92c20273A,used,2021-07-22 14:40:02,Anhui
